observed_on,user_id,created_at,taxon_family_name,taxon_genus_name,taxon_species_name,broader,establishment_means
16/08/2019,64271,2020-05-22 23:35:14 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
30/05/2020,1175154,2020-05-30 06:32:01 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
3/07/2020,3279908,2020-07-03 22:09:27 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
15/07/2020,2488549,2020-07-15 07:12:53 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
21/08/2020,2488549,2020-08-21 11:40:49 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
26/09/2020,2488549,2020-09-26 09:20:27 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
29/09/2020,738376,2020-10-02 02:40:52 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
9/10/2020,2488549,2020-10-10 08:15:18 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
12/10/2020,4743351,2021-07-23 12:34:55 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
15/09/2020,4743351,2021-07-25 04:51:42 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
24/07/2021,4095677,2021-07-25 11:34:23 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
2/07/2019,4743351,2021-08-04 06:25:28 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
3/10/2016,3893507,2021-08-23 12:39:09 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
29/08/2021,4916136,2021-08-29 12:02:17 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
16/09/2021,4944844,2021-09-16 07:21:55 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
17/09/2021,2488549,2021-09-17 11:13:18 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
17/09/2021,4916136,2021-09-17 14:05:37 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
18/09/2021,4945027,2021-09-18 10:27:56 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
16/09/2021,4916136,2021-09-18 12:14:47 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
4/10/2021,4916136,2021-10-04 11:05:24 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
1/10/2021,4916136,2021-10-06 13:31:37 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
8/10/2021,4916136,2021-10-08 12:27:48 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
9/10/2021,2488549,2021-10-09 09:26:58 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
12/10/2021,4916136,2021-10-12 11:40:50 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
12/10/2021,4743351,2021-10-16 11:21:52 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
18/10/2021,5136334,2021-10-19 03:00:54 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
23/10/2021,1175154,2021-10-24 00:43:47 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
20/12/2021,3978426,2021-12-20 01:50:34 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
22/04/2022,3221790,2022-06-29 10:27:39 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
9/09/2022,4441604,2022-09-09 08:17:42 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
17/09/2022,2488549,2022-09-17 03:49:00 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
22/09/2022,3893507,2022-09-22 10:56:32 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
26/09/2022,3678274,2022-09-30 10:30:38 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
4/10/2022,3678274,2022-10-05 08:29:46 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
4/10/2022,3678274,2022-10-19 22:58:21 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
29/10/2022,1175154,2022-10-29 05:11:37 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
27/01/2023,6209647,2023-01-28 01:02:19 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
13/02/2023,2631448,2023-02-18 22:51:08 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
2/04/2023,2376854,2023-04-03 10:28:21 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
5/04/2023,1809954,2023-04-06 23:42:40 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
12/07/2019,3893192,2023-05-28 00:11:42 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
23/07/2023,3978191,2023-07-23 10:24:29 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
12/08/2023,5188972,2023-08-12 08:23:02 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
18/08/2023,6308282,2023-08-18 03:02:14 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
19/08/2023,6209647,2023-08-21 15:49:55 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
2/10/2023,3488848,2023-10-02 04:46:33 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
22/10/2023,2583877,2023-10-22 00:12:36 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
7/09/2023,6516136,2023-10-23 03:45:37 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
21/10/2023,1708045,2023-10-24 04:39:08 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
22/04/2024,6308282,2024-05-07 09:29:15 UTC,Iridaceae,Patersonia,Patersonia sericea,5.monocot-colorful,native
6/08/2021,3678274,2022-07-03 11:59:33 UTC,Geraniaceae,Pelargonium,Pelargonium australe,3.dicot,native
6/08/2021,3678274,2022-07-03 11:59:33 UTC,Geraniaceae,Pelargonium,Pelargonium australe,3.dicot,native
24/10/2021,4916136,2021-10-25 13:01:51 UTC,Geraniaceae,Pelargonium,Pelargonium capitatum,3.dicot,introduced
27/06/2020,45978,2020-06-27 09:21:16 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
5/08/2020,793005,2020-08-06 01:06:26 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
5/08/2020,793005,2020-08-06 01:57:22 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
10/05/2021,793005,2021-06-02 03:55:33 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
4/07/2021,4743351,2021-07-19 11:31:09 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
21/05/2021,4743351,2021-07-20 10:25:39 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
21/09/2021,4743351,2021-09-23 10:03:52 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
26/10/2021,4743351,2021-10-26 11:05:54 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
26/09/2022,3678274,2022-09-30 11:58:13 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
20/01/2012,5124462,2023-02-16 00:07:41 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
20/03/2023,1259195,2023-03-26 10:27:47 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
20/03/2023,1259195,2023-03-26 10:27:55 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
6/06/2023,4743351,2023-06-07 00:31:40 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
1/10/2023,7295809,2023-10-02 01:41:55 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
3/11/2023,4743351,2023-11-05 02:41:01 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
2/01/2024,661392,2024-01-02 05:37:14 UTC,Pteridaceae,Pellaea,Pellaea falcata,1.ferns/primitive,native
2/01/2024,1138587,2024-01-02 08:51:13 UTC,Polygonaceae,Persicaria,Persicaria capitata,3.dicot,introduced
23/02/2020,1980689,2020-02-24 08:53:41 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
26/04/2020,2488549,2020-04-26 08:21:35 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
18/07/2020,2488549,2020-07-18 09:39:59 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
24/07/2020,2488549,2020-07-24 10:38:33 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
7/04/2020,3408787,2020-10-01 09:27:49 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
3/07/2021,3978426,2021-07-03 06:54:52 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
15/08/2021,4945027,2021-09-02 23:08:11 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
17/09/2021,2488549,2021-09-17 11:20:32 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
4/02/2022,2488549,2022-02-05 09:09:28 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
16/04/2022,2488549,2022-04-16 06:31:37 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
28/04/2022,2488549,2022-04-28 06:28:30 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
30/04/2022,1138587,2022-04-30 09:42:02 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
22/05/2022,2488549,2022-05-22 11:46:16 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
18/01/1988,717200,2022-06-17 02:20:53 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
24/07/2022,2488549,2022-07-24 04:06:06 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
20/02/2023,4916136,2023-02-21 11:38:06 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
3/06/2023,4095677,2023-06-04 02:22:56 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
5/09/2023,4743351,2023-09-14 11:56:21 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
16/09/2023,745089,2023-11-07 07:32:56 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
10/02/2024,1138587,2024-02-10 07:12:36 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
20/02/2024,4743351,2024-02-20 23:21:08 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
16/04/2024,3936801,2024-04-16 12:26:47 UTC,Proteaceae,Persoonia,Persoonia lanceolata,3.dicot,native
18/07/2020,2488549,2020-07-18 10:04:51 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
18/07/2020,2488549,2020-07-18 10:09:18 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
3/10/2020,2488549,2020-10-04 08:36:01 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
9/10/2020,2488549,2020-10-09 10:34:24 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
13/11/2020,2488549,2020-11-13 19:36:47 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
20/11/2021,2488549,2021-11-20 10:17:40 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
17/12/2021,2488549,2021-12-17 09:59:12 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
29/07/2022,2488549,2022-07-29 03:45:49 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
10/08/2022,2488549,2022-08-10 06:41:53 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
10/08/2022,2488549,2022-08-10 06:45:19 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
10/08/2022,2488549,2022-08-10 06:50:46 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
24/09/2022,2488549,2022-09-24 11:58:53 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
25/09/2022,1138587,2022-09-25 06:58:30 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
3/10/2022,2488549,2022-10-03 07:42:49 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
19/11/2022,2488549,2022-11-19 01:38:16 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
19/11/2022,2488549,2022-11-19 03:03:51 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
19/11/2022,2488549,2022-11-19 03:03:53 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
11/12/2022,2488549,2022-12-11 06:06:57 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
11/12/2022,2488549,2022-12-11 06:06:59 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
11/12/2022,2488549,2022-12-11 06:07:02 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
11/12/2022,2488549,2022-12-11 06:07:03 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
11/12/2022,2488549,2022-12-11 06:07:04 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
1/01/2023,2376854,2023-01-01 15:40:36 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
25/05/2023,2488549,2023-05-25 09:01:28 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
24/06/2023,2488549,2023-06-24 09:56:04 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
24/09/2023,1138587,2023-09-27 02:30:56 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
24/09/2023,661392,2023-09-28 14:03:07 UTC,Proteaceae,Persoonia,Persoonia laurina,3.dicot,native
2/11/2011,2991,2013-06-10 20:31:20 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
18/08/2019,265090,2019-08-20 18:39:10 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
31/12/2019,2488549,2019-12-31 04:33:48 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
17/04/2020,2488549,2020-04-18 02:32:21 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
3/05/2020,2488549,2020-05-03 00:45:06 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
10/05/2020,2488549,2020-05-10 02:50:56 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
23/06/2020,2488549,2020-06-23 06:47:42 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
23/06/2020,2488549,2020-06-23 06:56:36 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
15/07/2020,2488549,2020-07-15 07:08:24 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
18/07/2020,2488549,2020-07-18 10:15:55 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
22/07/2020,3312793,2020-07-22 02:02:54 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
5/08/2020,793005,2020-08-05 17:17:23 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
12/08/2020,2488549,2020-08-12 03:42:22 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
3/10/2020,2488549,2020-10-03 10:01:19 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
23/10/2020,2488549,2020-10-24 08:27:54 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
27/06/2021,3721620,2021-06-29 06:35:21 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
16/06/2020,4743351,2021-08-02 03:25:30 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
5/09/2021,4945027,2021-09-05 12:13:29 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
9/09/2021,4887682,2021-09-08 23:59:55 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
8/09/2021,4743351,2021-09-09 13:11:11 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
28/09/2021,4743351,2021-09-30 11:51:33 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
3/10/2021,2488549,2021-10-03 10:17:56 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
19/11/2021,2488549,2021-11-20 02:23:27 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
28/11/2021,2376854,2021-11-28 14:53:54 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
20/12/2021,3978426,2021-12-20 02:02:19 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
20/12/2021,3978426,2021-12-20 02:03:40 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
14/12/2021,2376854,2021-12-20 04:48:05 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
17/11/2021,3880468,2021-12-22 11:51:01 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
16/04/2022,3751299,2022-04-16 10:08:09 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
30/04/2022,1138587,2022-04-30 09:06:25 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
18/01/1988,717200,2022-06-17 02:20:50 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
24/07/2022,265090,2022-07-24 19:24:56 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
11/09/2022,2366151,2022-09-11 05:25:11 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
25/09/2022,4743351,2022-12-22 23:49:49 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
1/01/2023,2376854,2023-01-01 15:40:31 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
12/02/2023,4743351,2023-02-14 02:07:14 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
5/04/2023,1809954,2023-04-06 23:16:08 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
17/04/2023,6308282,2023-04-17 04:23:52 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
25/06/2023,5300031,2023-06-25 05:28:57 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
16/07/2023,2366151,2023-07-16 11:26:34 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
20/09/2023,5435930,2023-09-25 12:15:18 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
24/09/2023,1138587,2023-09-26 11:25:39 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
24/09/2023,661392,2023-09-28 11:04:17 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
24/09/2023,661392,2023-09-28 12:24:57 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
24/09/2023,661392,2023-09-28 13:41:03 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
28/10/2023,6585857,2023-10-28 05:18:21 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
16/09/2023,745089,2023-11-07 07:10:36 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
17/09/2023,745089,2023-12-10 01:18:41 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
11/02/2024,4672448,2024-02-11 04:02:22 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
21/04/2024,265090,2024-04-21 05:01:43 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
21/04/2024,265090,2024-04-21 05:48:40 UTC,Proteaceae,Persoonia,Persoonia levis,3.dicot,native
12/01/2020,2488549,2020-01-13 08:34:50 UTC,Proteaceae,Persoonia,Persoonia linearis,3.dicot,native
25/01/2020,2488549,2020-01-25 01:58:47 UTC,Proteaceae,Persoonia,Persoonia linearis,3.dicot,native
26/01/2020,2488549,2020-01-26 05:14:51 UTC,Proteaceae,Persoonia,Persoonia linearis,3.dicot,native
5/08/2020,2488549,2020-08-05 09:17:26 UTC,Proteaceae,Persoonia,Persoonia linearis,3.dicot,native
5/08/2020,793005,2020-08-06 02:06:29 UTC,Proteaceae,Persoonia,Persoonia linearis,3.dicot,native
12/12/2021,265090,2021-12-12 05:38:43 UTC,Proteaceae,Persoonia,Persoonia linearis,3.dicot,native
21/02/2022,2488549,2022-02-21 08:42:01 UTC,Proteaceae,Persoonia,Persoonia linearis,3.dicot,native
18/01/1988,717200,2022-06-17 02:20:58 UTC,Proteaceae,Persoonia,Persoonia linearis,3.dicot,native
28/05/2023,4095677,2023-05-28 05:37:52 UTC,Proteaceae,Persoonia,Persoonia linearis,3.dicot,native
4/08/2023,6196075,2023-08-04 04:55:48 UTC,Proteaceae,Persoonia,Persoonia linearis,3.dicot,native
24/09/2023,661392,2023-09-28 14:03:05 UTC,Proteaceae,Persoonia,Persoonia linearis,3.dicot,native
25/10/2010,2991,2012-10-09 01:09:40 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
2/11/2011,2991,2013-06-10 21:07:57 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
2/11/2011,2991,2013-06-10 22:48:27 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
29/10/2014,2991,2015-07-18 05:15:48 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
29/10/2014,2991,2015-07-23 17:56:18 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
21/10/2016,13444,2016-10-23 22:17:17 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
18/08/2019,265090,2019-08-19 20:06:21 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
18/08/2019,265090,2019-08-20 10:46:36 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
6/10/2019,783222,2019-12-02 22:59:25 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
22/09/2018,2488549,2019-12-20 02:18:06 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
31/12/2019,2488549,2019-12-30 23:13:56 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
12/01/2020,2488549,2020-01-12 00:21:33 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
25/01/2020,2488549,2020-01-25 01:27:58 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
26/01/2020,2488549,2020-01-26 07:29:23 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
20/02/2020,2488549,2020-02-20 02:53:34 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
23/02/2020,1980689,2020-02-23 01:06:00 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
9/03/2020,2488549,2020-03-09 09:29:13 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
16/10/2005,2584563,2020-04-04 06:36:37 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
22/03/2020,2633838,2020-04-11 11:29:38 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
17/04/2020,2488549,2020-04-18 02:00:49 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
26/04/2020,2488549,2020-04-26 02:04:10 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
2/05/2020,2488549,2020-05-02 01:38:37 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
23/06/2020,2488549,2020-06-23 06:00:43 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
12/07/2020,2488549,2020-07-12 08:56:22 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
12/07/2020,2488549,2020-07-12 22:55:10 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
5/08/2020,793005,2020-08-05 17:21:49 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
12/08/2020,2488549,2020-08-12 03:40:34 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
15/08/2020,575123,2020-09-05 07:18:44 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
11/09/2020,3559171,2020-09-11 03:22:12 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
3/12/2020,3721620,2020-12-03 05:02:18 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
26/12/2020,3721620,2020-12-26 02:44:33 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
27/12/2020,2488549,2020-12-27 09:13:54 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
1/01/2021,3922709,2021-01-01 10:55:54 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
1/01/2021,3922709,2021-01-01 11:08:17 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
1/01/2021,2376854,2021-01-01 14:42:40 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
1/01/2021,2376854,2021-01-01 14:44:56 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
14/02/2021,2560596,2021-02-14 10:34:16 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
28/02/2021,2376854,2021-02-28 09:18:11 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
28/02/2021,2376854,2021-02-28 09:25:09 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
23/09/2019,850959,2021-03-20 23:03:01 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
15/09/2020,4743351,2021-07-25 04:51:46 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
7/08/2020,4743351,2021-07-30 11:44:07 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
27/08/2021,4743351,2021-08-29 04:54:37 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
10/10/2011,4916136,2021-09-06 13:06:58 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
9/09/2021,4887682,2021-09-09 00:10:08 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
8/09/2021,4743351,2021-09-09 13:11:07 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
17/09/2021,2488549,2021-09-17 11:01:32 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
18/09/2021,4945027,2021-09-18 10:23:56 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
21/09/2021,4743351,2021-09-21 13:10:24 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
26/09/2021,2779982,2021-09-27 01:42:57 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
3/10/2021,2488549,2021-10-03 10:38:37 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
23/10/2021,2376854,2021-10-23 11:52:05 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
30/10/2021,4916136,2021-11-09 12:49:13 UTC,Proteaceae,Persoonia,Persoonia pinifolia,3.dicot,native
